	Word	PoS		FrIm	Ra	DiIm		LL    	FrIn	Ra	DiIn
	@	@	happy	193	19	0.96	+	1251.7	89	71	0.94
	hard	Adj	%	229	19	0.95	+	334.9	163	71	0.95
	@	@	hard	213	19	0.95	+	419.9	143	71	0.95
	@	@	harder	11	19	0.92	-	16.8	15	71	0.92
	@	@	hardest	4	18	0.88	-	0.3	4	63	0.91
	have*	Verb	%	18005	19	0.99	+	42028.7	11650	71	0.99
	@	@	'ave	8	11	0.59	+	303.4	0	6	0.16
	@	@	'd	1085	19	0.94	+	39202.6	77	70	0.87
	@	@	's	339	19	0.95	+	7359.5	62	69	0.78
	@	@	've	1309	19	0.97	+	29872.2	223	71	0.89
	@	@	had	9558	19	0.98	+	100954.0	3366	71	0.95
	@	@	has	863	19	0.96	-	37335.6	3186	71	0.96
	@	@	have	4508	19	0.98	+	43.8	4393	71	0.98
	@	@	having	335	19	0.97	-	2.4	343	71	0.98
	@	@	of*	1	7	0.43	+	12.9	0	11	0.70
	he	Pron	%	21446	19	0.98	+	368739.7	5086	71	0.95
	@	@	'e	29	14	0.50	+	1356.3	1	12	0.53
	@	@	'im	15	12	0.61	+	701.2	0	9	0.55
	@	@	he	16475	19	0.98	+	260201.4	4240	71	0.95
	@	@	him	4927	19	0.98	+	111990.9	845	71	0.95
	head	NoC	%	1025	19	0.97	+	15621.6	272	71	0.96
	@	@	head	953	19	0.97	+	16717.5	221	71	0.95
	@	@	heads	72	19	0.94	+	109.9	51	71	0.94
	health	NoC	%	38	19	0.94	-	6251.3	314	71	0.92
	@	@	health	38	19	0.94	-	6249.7	314	71	0.92
	hear	Verb	%	875	19	0.98	+	14457.7	216	71	0.94
	@	@	hear	314	19	0.97	+	5373.0	75	71	0.94
	@	@	heard	517	19	0.97	+	9377.0	116	71	0.93
	@	@	hearing	37	19	0.96	+	150.4	20	71	0.93
	@	@	hears	7	19	0.88	+	16.2	4	66	0.92
	heart	NoC	%	311	19	0.91	+	2674.4	124	71	0.95
	@	@	heart	292	19	0.90	+	2796.5	109	71	0.95
	@	@	hearts	20	19	0.92	+	17.9	15	69	0.90
	help	Verb	%	441	19	0.97	+	12.5	422	71	0.96
	@	@	help	316	19	0.97	+	126.0	266	71	0.96
	@	@	helped	84	19	0.97	+	2.7	80	71	0.95
	@	@	helping	32	19	0.94	-	38.9	42	71	0.95
	@	@	helps	9	19	0.92	-	387.6	33	70	0.94
	her*	Det	:	7893	19	0.94	+	227730.3	930	71	0.93
	here	Adv	:	1272	19	0.97	+	15090.7	414	71	0.96
	herself	Pron	:	707	19	0.93	+	25103.7	53	71	0.92
	high	Adj	%	282	19	0.95	-	4869.1	694	71	0.97
	@	@	high	239	19	0.95	-	1545.8	431	71	0.98
	@	@	higher	31	19	0.95	-	3584.7	202	71	0.94
	@	@	highest	11	19	0.87	-	954.2	61	71	0.97
	himself	Pron	:	714	19	0.96	+	8148.1	239	71	0.95
	his	Det	%	9471	19	0.98	+	98224.6	3375	71	0.95
	@	@	'is	8	12	0.60	+	394.4	0	7	0.55
	@	@	his	9463	19	0.98	+	98011.4	3375	71	0.95
	history	NoC	%	65	19	0.92	-	3174.2	255	71	0.93
	@	@	histories	1	13	0.74	-	202.9	10	66	0.87
	@	@	history	63	19	0.92	-	2986.3	245	71	0.93
	hold	Verb	%	618	19	0.97	+	484.2	485	71	0.95
	@	@	held	328	19	0.97	+	52.5	295	71	0.92
	@	@	hold	124	19	0.96	+	67.8	101	71	0.96
	@	@	holding	151	19	0.97	+	1400.0	57	71	0.95
	@	@	holds	16	19	0.83	-	146.4	32	71	0.96
	home	Adv	:	369	19	0.95	+	3544.7	138	71	0.92
	home	NoC	%	265	19	0.95	-	1193.2	438	71	0.94
	@	@	home	251	19	0.95	-	585.5	363	71	0.94
	@	@	homes	14	19	0.88	-	1143.0	74	71	0.92
	hope	Verb	%	307	19	0.97	+	843.1	191	71	0.92
	@	@	hope	156	19	0.97	+	526.5	91	71	0.89
	@	@	hoped	92	19	0.95	+	478.8	46	71	0.95
	@	@	hopes	4	17	0.79	-	424.4	24	69	0.85
	@	@	hoping	56	19	0.95	+	264.6	29	70	0.87
	horse	NoC	%	202	19	0.85	+	872.6	109	70	0.80
	@	@	horse	120	19	0.86	+	439.5	69	70	0.79
	@	@	horses	82	19	0.83	+	445.4	40	70	0.81
	hospital	NoC	%	111	19	0.92	-	829.3	208	71	0.89
	@	@	hospital	106	19	0.92	-	432.9	171	71	0.89
	@	@	hospitals	5	18	0.85	-	689.0	37	70	0.88
	hour	NoC	%	402	19	0.97	+	882.8	264	71	0.95
	@	@	hour	191	19	0.97	+	1462.0	81	71	0.94
	@	@	hours	211	19	0.96	+	60.0	183	71	0.95
	house	NoC	%	835	19	0.95	+	1921.6	542	71	0.94
	@	@	house	753	19	0.95	+	2533.0	442	71	0.93
	@	@	houses	82	19	0.94	-	52.0	100	71	0.94
	how	Adv	:	1480	19	0.98	+	7172.4	769	71	0.97
	however	Adv	:	187	19	0.96	-	10427.5	788	71	0.96
	human	Adj	:	101	19	0.91	-	1297.5	224	71	0.94
	husband	NoC	%	209	19	0.94	+	1081.6	106	71	0.92
	@	@	husband	198	19	0.94	+	1175.9	95	71	0.91
	@	@	husbands	11	19	0.91	-	0.1	11	70	0.88
	I	Pron	%	20929	19	0.97	+	409704.7	4320	71	0.93
	@	@	I	17216	19	0.97	+	323569.4	3719	71	0.93
	@	@	I.	10	19	0.91	+	410.0	1	28	0.83		
	@	@	me	3703	19	0.97	+	87658.3	601	71	0.92
	idea	NoC	%	311	19	0.97	-	20.8	333	71	0.95
	@	@	idea	264	19	0.97	+	275.4	199	71	0.96
	@	@	ideas	47	19	0.93	-	1156.6	133	71	0.94
	if	Conj	:	2488	19	0.98	+	1440.8	2022	71	0.96
	imagine	Verb	%	191	19	0.95	+	2780.9	53	71	0.94
	@	@	imagine	122	19	0.94	+	1423.1	40	71	0.94
	@	@	imagined	55	19	0.93	+	1290.8	9	70	0.92
	@	@	imagines	2	14	0.77	+	5.7	1	50	0.88
	@	@	imagining	12	19	0.92	+	244.5	2	64	0.90
	important	Adj	:	146	19	0.95	-	4822.2	473	71	0.96
	in	Adv	:	887	19	0.97	+	6488.3	385	71	0.96
	in	Prep	%	12667	19	0.99	-	53631.5	20612	71	0.99
	include	Verb	%	37	19	0.91	-	11022.6	474	71	0.96
	@	@	include	13	19	0.87	-	5060.0	205	71	0.95
	@	@	included	19	19	0.90	-	3296.1	163	71	0.94
	@	@	includes	3	16	0.77	-	2511.7	91	71	0.92
	@	@	including	2	16	0.87	-	273.9	14	71	0.95
	including	Prep	:	34	19	0.92	-	6340.8	308	71	0.95
	increase	Verb	%	27	19	0.92	-	5175.1	249	71	0.95
	@	@	increase	7	19	0.89	-	2244.1	94	71	0.95
	@	@	increased	15	19	0.89	-	1650.9	96	71	0.93
	@	@	increases	1	8	0.70	-	766.1	26	71	0.93
	@	@	increasing	5	19	0.88	-	628.9	33	71	0.96
	indeed	Adv	:	150	19	0.93	-	218.3	202	71	0.95
	industry	NoC	%	16	19	0.86	-	8275.1	322	71	0.93
	@	@	industries	2	12	0.73	-	1649.2	58	71	0.91
	@	@	industry	15	19	0.85	-	6640.7	263	71	0.92
	information	NoC	%	88	19	0.94	-	7920.5	490	71	0.93
	@	@	information	88	19	0.94	-	7916.1	490	71	0.93
	@	@	informations	0	0	0.00	-	5.5	0	10	0.69
	interest	NoC	%	141	19	0.96	-	4911.6	468	71	0.95
	@	@	interest	120	19	0.96	-	2774.7	332	71	0.95
	@	@	interests	21	19	0.95	-	2407.3	136	71	0.93
	international	Adj	:	17	19	0.90	-	7512.4	300	71	0.91
	into	Prep	:	2494	19	0.99	+	7827.8	1494	71	0.98
	involve	Verb	%	56	19	0.93	-	4562.1	293	71	0.96
	@	@	involve	8	19	0.89	-	995.4	54	71	0.95
	@	@	involved	40	19	0.92	-	1241.5	126	71	0.97
	@	@	involves	2	16	0.81	-	1487.4	56	71	0.94
	@	@	involving	5	19	0.91	-	1234.5	57	71	0.95
	issue	NoC	%	22	19	0.93	-	8373.7	344	71	0.95
	@	@	issue	18	19	0.91	-	4055.0	187	71	0.95
	@	@	issues	4	18	0.87	-	4442.5	157	71	0.95
	it	Pron	%	13762	19	0.99	+	44994.2	8146	71	0.98
	@	@	't	11	14	0.57	+	334.0	1	22	0.66
	@	@	it	13751	19	0.99	+	44861.6	8145	71	0.98
	its	Det	:	874	19	0.97	-	12640.0	2017	71	0.96
	itself	Pron	:	150	19	0.96	-	1081.1	279	71	0.96
	job	NoC	%	270	19	0.96	-	104.0	315	71	0.94
	@	@	job	244	19	0.96	+	119.1	202	71	0.94
	@	@	jobs	25	19	0.89	-	1579.9	113	71	0.91
	John	NoP	:	231	19	0.87	-	836.4	363	71	0.92
	join	Verb	%	164	19	0.97	-	41.8	186	71	0.96
	@	@	join	76	19	0.96	+	0.1	76	71	0.95
	@	@	joined	71	19	0.96	-	9.3	78	71	0.94
	@	@	joining	14	19	0.93	-	77.3	25	71	0.95
	@	@	joins	2	16	0.84	-	102.3	8	69	0.91
	June	NoP	:	20	19	0.88	-	4022.8	191	71	0.83
	just	Adv	:	1843	19	0.97	+	14934.0	759	71	0.95
	keep	Verb	%	782	19	0.98	+	3678.6	411	71	0.96
	@	@	keep	409	19	0.97	+	1882.2	217	71	0.95
	@	@	keeping	82	19	0.96	+	148.7	56	71	0.95
	@	@	keeps	27	19	0.91	+	18.6	22	71	0.94
	@	@	kept	263	19	0.97	+	1874.9	116	71	0.96
	kill	Verb	%	266	19	0.93	+	1278.5	138	71	0.90
	@	@	kill	110	19	0.92	+	1590.0	31	71	0.92
	@	@	killed	128	19	0.93	+	321.9	82	71	0.88
	@	@	killing	23	19	0.91	+	4.0	21	71	0.90
	@	@	kills	4	18	0.84	-	4.4	6	66	0.89
	kind	NoC	%	298	19	0.96	+	74.4	261	71	0.95
	@	@	kind	284	19	0.96	+	412.8	203	71	0.95
	@	@	kinds	14	19	0.92	-	745.7	58	71	0.93
	kitchen	NoC	%	258	19	0.93	+	5676.6	46	71	0.90
	@	@	kitchen	248	19	0.94	+	5844.3	41	69	0.89
	@	@	kitchens	10	19	0.81	+	35.9	6	63	0.87
	know	Verb	%	3417	19	0.98	+	54701.9	868	71	0.97
	@	@	knew	897	19	0.98	+	25343.8	110	71	0.93
	@	@	know	2021	19	0.98	+	40946.7	401	71	0.95
	@	@	knowing	109	19	0.95	+	1412.8	33	70	0.95
	@	@	known	224	19	0.96	-	89.2	263	71	0.97
	@	@	knows	153	19	0.96	+	1318.9	61	71	0.92
	@	@	~no*	13	19	0.51	+	521.5	1	14	0.62
	lady	NoC	%	305	19	0.89	+	4499.7	83	71	0.92
	@	@	ladies	60	19	0.91	+	506.4	24	69	0.89
	@	@	lady	244	19	0.88	+	4134.7	59	71	0.92
	land	NoC	%	113	19	0.94	-	1245.1	238	71	0.94
	@	@	land	99	19	0.94	-	1165.1	214	71	0.93
	@	@	lands	14	19	0.83	-	86.4	25	70	0.89
	language	NoC	%	51	19	0.93	-	4592.5	285	71	0.88
	@	@	language	44	19	0.92	-	3855.8	241	71	0.87
	@	@	languages	7	19	0.88	-	737.5	44	71	0.86
	large	Adj	%	262	19	0.96	-	3237.1	572	71	0.96
	@	@	large	226	19	0.96	-	1337.2	398	71	0.96
	@	@	larger	26	19	0.93	-	1128.7	97	71	0.95
	@	@	largest	9	19	0.87	-	1538.5	77	71	0.94
	last	Ord	:	585	19	0.97	-	319.3	705	71	0.91
	late	Adj	%	215	19	0.97	-	860.2	346	71	0.97
	@	@	late	160	19	0.97	-	5.3	168	71	0.96
	@	@	later	27	19	0.95	-	1114.5	97	71	0.93
	@	@	latest	29	19	0.95	-	704.0	81	71	0.92
	later	Adv	:	344	19	0.96	+	8.5	330	71	0.96
	laugh	Verb	%	382	19	0.96	+	13492.8	29	68	0.91
	@	@	laugh	60	19	0.96	+	1439.2	10	67	0.90
	@	@	laughed	228	19	0.95	+	10114.3	8	64	0.87
	@	@	laughing	85	19	0.95	+	2746.8	8	62	0.89
	@	@	laughs	9	18	0.75	+	76.3	4	52	0.87
	law	NoC	%	62	19	0.93	-	7471.5	415	71	0.91
	@	@	law	51	19	0.93	-	6424.9	353	71	0.90
	@	@	laws	10	19	0.91	-	1048.7	62	71	0.94
	lead	Verb	%	251	19	0.98	-	870.5	391	71	0.97
	@	@	lead	43	19	0.96	-	836.9	111	71	0.98
	@	@	leading	49	19	0.97	-	22.3	58	71	0.97
	@	@	leads	10	19	0.92	-	679.4	47	71	0.95
	@	@	led	149	19	0.97	-	61.2	175	71	0.95
	leader	NoC	%	38	19	0.84	-	3480.0	214	71	0.86
	@	@	leader	30	19	0.81	-	1458.5	117	71	0.86
	@	@	leaders	9	19	0.87	-	2178.1	97	71	0.86
	lean	Verb	%	209	19	0.96	+	7716.8	14	69	0.89
	@	@	lean	14	19	0.91	+	168.1	4	59	0.86
	@	@	leaned	113	19	0.94	+	5381.9	3	53	0.84
	@	@	leaning	55	19	0.95	+	1795.3	5	63	0.86
	@	@	leans	5	16	0.65	+	74.2	1	38	0.84
	@	@	leant	23	19	0.89	+	972.2	1	34	0.83
	learn	Verb	%	179	19	0.97	-	40.0	202	71	0.95
	@	@	learn	72	19	0.95	-	36.3	86	71	0.95
	@	@	learned	63	19	0.95	+	78.2	46	71	0.92
	@	@	learning	19	19	0.95	-	289.0	45	70	0.92
	@	@	learns	2	18	0.84	-	32.4	6	65	0.90
	@	@	learnt	23	19	0.92	+	6.4	20	71	0.94
	leave	Verb	%	1146	19	0.98	+	7644.3	520	71	0.97
	@	@	leave	340	19	0.97	+	3135.2	130	71	0.96
	@	@	leaves	21	19	0.93	-	68.7	32	70	0.95
	@	@	leaving	158	19	0.97	+	625.6	88	71	0.97
	@	@	left	627	19	0.98	+	4675.3	270	71	0.96
	leg	NoC	%	257	19	0.95	+	2954.3	85	71	0.89
	@	@	leg	79	19	0.90	+	250.9	47	71	0.86
	@	@	legs	178	19	0.96	+	3360.1	38	70	0.90
	less	Adv	:	141	19	0.96	-	1414.2	288	71	0.96
	let	Verb	%	666	19	0.97	+	10951.4	165	71	0.96
	@	@	let	604	19	0.97	+	10466.4	142	71	0.96
	@	@	lets	9	19	0.88	+	0.1	9	67	0.87
	@	@	letting	53	19	0.95	+	802.4	14	71	0.94
	letter	NoC	%	237	19	0.94	+	37.9	213	71	0.95
	@	@	letter	155	19	0.94	+	58.3	132	71	0.94
	@	@	letters	82	19	0.91	+	0.0	81	71	0.95
	level	NoC	%	62	19	0.95	-	8623.5	458	71	0.95
	@	@	level	52	19	0.95	-	4896.5	298	71	0.95
	@	@	levels	10	19	0.86	-	3915.9	160	71	0.93
	lie (/lay)	Verb	%	404	19	0.97#	+	4931.3&&	142#	71	0.96
	@	@	lain		10	19	0.92	+	214.0	2	51	0.88
	@	@	lay		197	19	0.96	+	4115.1	38	71	0.94
	@	@	lie		69	19	0.95#	+	349.8&&	36	71	0.95
	@	@	lies		20	19	0.90#	-	327.3&&	42	71	0.95
	@	@	lying		108	19	0.97#	+	2399.4&&	24	71	0.93
	life	NoC	%	729	19	0.97	+	77.5	669	71	0.96
	@	@	life	668	19	0.97	+	189.6	579	71	0.96
	@	@	lifes	0	0	0.00	-	31.3	1	20	0.63
	@	@	lives	61	19	0.96	-	146.0	88	71	0.95
	light	NoC	%	424	19	0.95	+	5035.1	138	71	0.94
	@	@	light	317	19	0.95	+	3459.1	109	71	0.93
	@	@	lights	107	19	0.92	+	1626.4	29	69	0.92
	like	Prep	:	2041	19	0.97	+	22010.1	709	71	0.95
	like	Verb	%	788	19	0.97	+	11283.5	221	71	0.94
	@	@	like	579	19	0.97	+	7450.1	177	71	0.94
	@	@	liked	164	19	0.95	+	3655.0	29	70	0.92
	@	@	likes	36	19	0.94	+	349.4	13	70	0.92
	@	@	liking	9	19	0.91	+	181.0	2	50	0.88
	likely	Adj	%	79	19	0.95	-	3300.8	287	71	0.96
	@	@	likelier	0	2	0.31	-	0.9	0	9	0.62
	@	@	likeliest	1	9	0.70	+	0.9	0	19	0.73
	@	@	likely	78	19	0.95	-	3315.7	286	71	0.96
	line	NoC	%	264	19	0.97	-	355.1	351	71	0.96
	@	@	line	185	19	0.96	-	177.8	237	71	0.96
	@	@	lines	79	19	0.93	-	193.3	115	71	0.95
	lip	NoC	%	286	19	0.90	+	10879.8	17	70	0.91
	@	@	lip	57	19	0.91	+	1588.8	7	69	0.91
	@	@	lips	229	19	0.89	+	9499.1	10	68	0.90
	listen	Verb	%	284	19	0.96	+	5267.2	62	71	0.93
	@	@	listen	126	19	0.96	+	2181.6	30	71	0.93
	@	@	listened	77	19	0.95	+	1968.1	11	68	0.88
	@	@	listening	78	19	0.95	+	1283.9	19	70	0.92
	@	@	listens	3	16	0.82	+	4.4	2	53	0.88
	little	Adj	:	682	19	0.97	+	12482.2	152	71	0.94
	little	DetP	:	162	19	0.97	-	173.6	209	71	0.97
	live	Verb	%	437	19	0.96	+	807.7	297	71	0.95
	@	@	live	195	19	0.96	+	479.5	125	71	0.95
	@	@	lived	132	19	0.96	+	620.3	70	71	0.94
	@	@	lives	27	19	0.93	+	2.7	25	69	0.91
	@	@	living	82	19	0.94	+	2.6	78	71	0.96
	local	Adj	:	99	19	0.95	-	9021.4	555	71	0.95
	London	NoP	%	254	19	0.95	-	1016.6	409	71	0.94
	@	@	London	254	19	0.95	-	1014.0	408	71	0.94
	@	@	Londons	0	0	0.00	-	6.9	0	2	0.07
	long	Adj	%	556	19	0.98	+	1501.2	347	71	0.97
	@	@	long	529	19	0.98	+	2118.9	294	71	0.97
	@	@	longer	22	19	0.95	-	196.1	44	71	0.96
	@	@	longest	5	19	0.80	-	38.7	10	71	0.94
	long	Adv	:	313	19	0.98	+	1850.4	150	71	0.97
	look	NoC	%	288	19	0.95	+	5142.9	66	71	0.92
	@	@	look	258	19	0.95	+	4868.2	55	71	0.93
	@	@	looks	30	19	0.92	+	332.1	10	67	0.89
	look	Verb	%	2736	19	0.98	+	49281.5	618	71	0.96
	@	@	look	745	19	0.97	+	8385.3	251	71	0.96
	@	@	looked	1335	19	0.98	+	44322.1	118	71	0.94
	@	@	looking	540	19	0.97	+	6737.3	169	71	0.95
	@	@	looks	116	19	0.92	+	194.2	80	71	0.94
	lose	Verb	%	311	19	0.97	+	79.8	271	71	0.95
	@	@	lose	74	19	0.95	+	30.8	62	71	0.95
	@	@	loses	4	17	0.85	-	89.1	10	70	0.94
	@	@	losing	35	19	0.95	-	0.8	36	71	0.94
	@	@	lost	199	19	0.97	+	105.3	163	71	0.95
	loss	NoC	%	46	19	0.96	-	2667.1	199	71	0.93
	@	@	loss	43	19	0.95	-	1617.4	147	71	0.94
	@	@	losses	4	19	0.91	-	1215.8	52	71	0.85
	lot*	NoC	%	247	19	0.95	+	983.6	137	71	0.94
	@	@	lot	247	19	0.95	+	985.8	137	71	0.94
	@	@	lots	0	1	0.00	-	1.1	0	8	0.64
	love	NoC	%	338	19	0.93	+	4201.3	106	70	0.91
	@	@	love	336	19	0.93	+	4218.0	105	70	0.91
	@	@	loves	2	18	0.84	+	3.5	1	45	0.84
	love	Verb	%	375	19	0.95	+	6536.5	88	70	0.91
	@	@	love	202	19	0.95	+	3389.8	49	70	0.90
	@	@	loved	138	19	0.94	+	2876.1	26	70	0.92
	@	@	loves	21	19	0.91	+	154.5	9	66	0.89
	@	@	loving	14	19	0.88	+	254.7	3	57	0.87
	low	Adj	%	185	19	0.98	-	1191.3	334	71	0.95
	@	@	low	134	19	0.97	-	143.7	174	71	0.96
	@	@	lower	46	19	0.95	-	1265.6	138	71	0.94
	@	@	lowest	4	18	0.91	-	328.4	22	71	0.95
	main	Adj	:	99	19	0.96	-	2819.3	299	71	0.97
	major	Adj	:	27	19	0.91	-	7034.8	312	71	0.96
	make	Verb	%	2305	19	0.99	+	125.6	2167	71	0.98
	@	@	made	1090	19	0.99	+	225.7	965	71	0.98
	@	@	make	828	19	0.98	+	102.7	754	71	0.97
	@	@	makes	109	19	0.95	-	506.0	182	71	0.96
	@	@	maketh	0	2	0.31	-	0.2	0	8	0.62
	@	@	making	278	19	0.97	+	6.8	266	71	0.98
	man	NoC	%	1997	19	0.97	+	17009.6	801	71	0.95
	@	@	man	1433	19	0.97	+	18739.4	433	71	0.94
	@	@	mans	0	1	0.00	-	8.1	0	13	0.68
	@	@	men	564	19	0.94	+	1277.2	367	71	0.95
	manage	Verb	%	194	19	0.96	+	531.7	121	71	0.97
	@	@	manage	57	19	0.96	+	164.8	35	71	0.96
	@	@	managed	125	19	0.96	+	589.4	66	71	0.96
	@	@	manages	3	16	0.84	-	69.4	8	70	0.93
	@	@	managing	9	19	0.88	-	12.9	12	71	0.95
	management	NoC	%	17	19	0.83	-	7242.6	289	71	0.91
	@	@	management	16	19	0.83	-	7244.9	287	71	0.91
	@	@	managements	1	7	0.60	-	17.4	2	45	0.81
	manager	NoC	%	46	19	0.85	-	4015.0	251	71	0.91
	@	@	manager	41	19	0.85	-	2339.6	174	71	0.89
	@	@	managers	5	18	0.79	-	1837.7	77	71	0.92
	many	DetP	:	413	19	0.96	-	8034.2	1065	71	0.97
	March	NoP	:	17	19	0.91	-	4345.1	193	71	0.83
	market	NoC	%	52	19	0.95	-	9125.7	451	71	0.93
	@	@	market	49	19	0.95	-	7099.2	371	71	0.93
	@	@	markets	3	17	0.84	-	2128.5	80	71	0.90
	material	NoC	%	44	19	0.95	-	4307.5	259	71	0.94
	@	@	material	37	19	0.94	-	2360.2	168	71	0.94
	@	@	materials	8	18	0.86	-	2074.6	91	71	0.93
	matter	NoC	%	216	19	0.97	-	140.7	264	71	0.93
	@	@	matter	172	19	0.97	+	0.2	171	71	0.93
	@	@	matters	44	19	0.94	-	504.9	94	71	0.92
	May	NoP	%	29	19	0.87	-	3553.7	196	71	0.84
	@	@	May	29	19	0.87	-	3541.0	195	71	0.84
	@	@	Mays	0	0	0.00	-	14.7	0	14	0.69
	may	VMod	:	326	19	0.95	-	19751.2	1440	71	0.95
	maybe	Adv	:	232	19	0.95	+	4955.3	43	70	0.92
	mean	Verb	%	717	19	0.97	+	2895.4	397	71	0.97
	@	@	mean	446	19	0.97	+	5857.2	134	71	0.97
	@	@	meaning	14	19	0.95	-	9.2	17	71	0.94
	@	@	means	67	19	0.96	-	910.3	152	71	0.96
	@	@	meant	190	19	0.97	+	1030.6	94	71	0.97
	meet	Verb	%	455	19	0.96	+	629.1	328	71	0.96
	@	@	meet	175	19	0.96	+	134.1	138	71	0.96
	@	@	meeting	42	19	0.93	-	16.0	49	71	0.93
	@	@	meets	5	19	0.87	-	183.0	17	71	0.94
	@	@	met	233	19	0.96	+	1062.8	124	71	0.95
	meeting	NoC	%	108	19	0.90	-	1406.1	240	71	0.90
	@	@	meeting	89	19	0.90	-	833.0	178	71	0.89
	@	@	meetings	19	19	0.88	-	642.5	62	71	0.93
	member	NoC	%	90	19	0.90	-	10605.0	594	71	0.90
	@	@	member	42	19	0.90	-	3482.5	222	71	0.84
	@	@	members	48	19	0.88	-	7179.4	372	71	0.92
	method	NoC	%	23	19	0.90	-	5218.1	241	71	0.93
	@	@	method	12	19	0.89	-	2545.8	120	71	0.94
	@	@	methods	11	19	0.87	-	2674.2	121	71	0.93
	might	VMod	:	878	19	0.98	+	2901.1	518	71	0.97
	million	NoC	%	44	19	0.92	-	6670.7	345	71	0.89
	@	@	million	33	19	0.91	-	6619.4	313	71	0.88
	@	@	millions	12	19	0.89	-	251.9	32	71	0.93
	mind	NoC	%	468	19	0.96	+	3859.2	191	71	0.94
	@	@	mind	444	19	0.96	+	4500.3	160	71	0.94
	@	@	minds	24	19	0.92	-	21.5	31	71	0.94
	minister	NoC	%	48	19	0.78	-	8099.7	405	71	0.76
	@	@	minister	43	19	0.78	-	5891.3	313	71	0.75
	@	@	ministers	6	16	0.75	-	2280.7	92	71	0.80
	minute	NoC	%	379	19	0.96	+	1624.1	206	71	0.92
	@	@	minute	136	19	0.95	+	1407.3	48	71	0.89
	@	@	minutes	244	19	0.95	+	568.4	158	71	0.92
	miss*	NoC	%	314	19	0.86	+	8453.1	42	70	0.90
	@	@	miss	312	19	0.86	+	8520.6	41	70	0.89
	@	@	misses	2	10	0.65	+	2.9	1	42	0.83
	model	NoC	%	35	19	0.90	-	4411.6	241	71	0.92
	@	@	model	26	19	0.90	-	3039.0	170	71	0.92
	@	@	models	9	19	0.83	-	1376.2	71	71	0.92
	moment	NoC	%	671	19	0.96	+	13060.7	139	71	0.95
	@	@	moment	601	19	0.96	+	12626.0	114	71	0.96
	@	@	moments	71	19	0.94	+	713.5	26	70	0.92
	money	NoC	%	353	19	0.95	+	4.2	343	71	0.94
	@	@	money	353	19	0.95	+	6.1	341	71	0.94
	@	@	moneys	0	0	0.00	-	64.9	2	21	0.47
	month	NoC	%	206	19	0.95	-	2615.8	454	71	0.95
	@	@	month	61	19	0.95	-	1491.8	173	71	0.93
	@	@	months	144	19	0.95	-	1227.7	280	71	0.95
	more	Adv	:	954	19	0.99	-	2940.6	1453	71	0.97
	more	DetP	:	714	19	0.98	+	63.7	659	71	0.97
	more than*	Adv	:	52	19	0.94	-	2139.6	187	71	0.94
	morning	NoC	%	475	19	0.97	+	7890.0	117	71	0.93
	@	@	morning	460	19	0.97	+	7763.8	111	71	0.93
	@	@	mornings	16	19	0.91	+	154.6	6	64	0.90
	most	Adv	:	286	19	0.95	-	4689.7	690	71	0.97
	most	DetP	:	235	19	0.97	-	2591.7	494	71	0.97
	mother	NoC	%	699	19	0.93	+	9506.4	205	71	0.93
	@	@	mother	678	19	0.93	+	11294.8	166	71	0.93
	@	@	mothers	21	19	0.90	-	148.2	39	71	0.88
	mouth	NoC	%	363	19	0.93	+	11136.3	38	69	0.93
	@	@	mouth	349	19	0.93	+	11081.2	34	69	0.93
	@	@	mouths	15	19	0.89	+	206.1	4	64	0.91
	move	Verb	%	604	19	0.97	+	2656.6	325	71	0.97
	@	@	move	156	19	0.96	+	185.8	115	71	0.96
	@	@	moved	308	19	0.96	+	3226.1	109	71	0.96
	@	@	moves	12	19	0.84	-	99.1	23	71	0.95
	@	@	moving	128	19	0.96	+	383.0	78	71	0.96
	movement	NoC	%	110	19	0.95	-	947.1	215	71	0.94
	@	@	movement	80	19	0.95	-	784.2	162	71	0.93
	@	@	movements	30	19	0.94	-	170.9	53	71	0.91
	Mr	NoC	%	585	19	0.91	-	351.8	711	71	0.79
	@	@	Mr	553	19	0.91	+	50.2	510	71	0.82
	@	@	Mr.	32	18	0.69	-	3392.3	198	67	0.37
	@	@	M.R.	0	0	0.00	-	83.8	3	12	0.33
	Mrs	NoC	%	512	19	0.90	+	6611.2	156	71	0.90
	@	@	Mrs	485	19	0.90	+	7256.4	131	71	0.89
	@	@	Mrs.	27	14	0.76	+	1.5	25	56	0.68
	much	Adv	:	398	19	0.98	+	10.3	382	71	0.97
	much	DetP	:	617	19	0.97	+	561.7	474	71	0.97
	must	VMod	:	945	19	0.98	+	1262.0	685	71	0.95
	my	Det	%	3288	19	0.97	+	44840.6	961	71	0.91
	@	@	me	3	2	0.02	+	158.2	0	0	0.00
	@	@	mine	1	8	0.65	+	8.5	0	13	0.74
	@	@	my	3284	19	0.97	+	44749.5	960	71	0.91
	myself	Pron	:	300	19	0.96	+	4884.1	75	71	0.92
	name	NoC	%	438	19	0.97	+	905.5	291	71	0.94
	@	@	name	371	19	0.97	+	1378.2	211	71	0.94
	@	@	names	67	19	0.95	-	34.1	80	71	0.94
	national	Adj	:	26	19	0.92	-	12717.8	498	71	0.92
	nature	NoC	%	76	19	0.94	-	2082.6	227	71	0.95
	@	@	nature	76	19	0.94	-	2068.3	225	71	0.95
	@	@	natures	1	6	0.61	-	14.3	2	39	0.73
