	Word	PoS		FrSp	Ra	DiSp		LogLi	FrWr	Ra	DiWr
	@	@	y'	0	1	0.00	-	2.9	0	9	0.60
	@	@	ya	117	10	0.67	+	4449.7	2	47	0.83
	@	@	ye	3	7	0.69	-	173.6	17	81	0.64
	@	@	you	25957	10	0.92	+	385328.3	4755	90	0.90
	young	Adj	%	232	10	0.90	-	754.4	396	90	0.96
	@	@	young	180	10	0.89	-	772.4	330	90	0.96
	@	@	younger	43	10	0.90	-	20.0	54	90	0.95
	@	@	youngest	9	10	0.86	-	11.9	12	89	0.88
	your	Det	%	2860	10	0.92	+	14231.7	1221	90	0.93
	@	@	yer	1	4	0.57	-	131.8	9	48	0.73
	@	@	your	2859	10	0.92	+	14438.1	1212	90	0.93
	yourself	Pron	:	182	10	0.95	+	509.7	99	89	0.91
