	Word	PoS		FrSp	Ra	DiSp		LogLi	FrWr	Ra	DiWr
	@	@	hospitals	19	10	0.75	-	51.4	31	88	0.87
	hour	NoC	%	384	10	0.90	+	241.1	293	90	0.96
	@	@	hour	194	10	0.89	+	559.1	104	90	0.94
	@	@	hours	191	10	0.88	+	0.2	189	90	0.96
	house	NoC	%	557	10	0.92	-	33.1	602	90	0.95
	@	@	house	460	10	0.91	-	40.4	506	90	0.94
	@	@	houses	97	10	0.88	+	0.0	96	90	0.94
	how	Adv	:	1888	10	0.95	+	7106.1	915	90	0.96
	however	Adv	:	90	10	0.74	-	7648.4	664	90	0.95
	human	Adj	:	51	10	0.71	-	1515.0	199	90	0.94
	hundred	NoC	%	1053	10	0.81	+	20229.9	136	90	0.89
	@	@	hundred	1023	10	0.80	+	23691.2	95	90	0.87
	@	@	hundreds	31	10	0.89	-	26.7	41	90	0.93
	I / i	Lett	:	193	10	0.88	+	2743.6	37	90	0.89
	I	Pron	%	31893	10	0.90	+	362616.2	7736	90	0.90
	@	@	i	29448	10	0.90	+	369238.5	6494	90	0.91
	@	@	i.	0	0	0.00	-	50.1	3	47	0.82
	@	@	me	2444	10	0.87	+	8239.6	1239	90	0.89
	idea	NoC	%	323	10	0.89	-	1.0	328	90	0.96
	@	@	idea	253	10	0.92	+	66.2	213	90	0.96
	@	@	ideas	70	10	0.71	-	201.7	116	90	0.93
	if	Conj	:	4544	10	0.96	+	18764.4	2118	90	0.97
	important	Adj	:	280	10	0.76	-	411.2	405	90	0.95
	in	Adv	:	1307	10	0.93	+	8310.9	488	90	0.95
	in	Prep	%	11609	10	0.92	-	31394.1	18978	90	0.98
	@	@	in	11609	10	0.92	-	31394.0	18978	90	0.98
	in~*	Verb	%	191	10	0.62	+	8523.7	1	22	0.74
	include	Verb	%	85	10	0.72	-	3280.2	384	90	0.93
	@	@	include	35	10	0.74	-	1453.6	165	90	0.93
	@	@	included	30	10	0.70	-	1140.3	133	90	0.93
	@	@	includes	18	9	0.69	-	576.2	73	87	0.91
	@	@	including	2	6	0.65	-	113.1	12	87	0.93
	including	Prep	:	45	10	0.79	-	2487.9	252	90	0.93
	increase	Verb	%	89	10	0.72	-	778.9	204	90	0.93
	@	@	increase	44	10	0.74	-	149.9	76	90	0.93
	@	@	increased	23	10	0.71	-	533.8	79	90	0.92
	@	@	increases	6	7	0.64	-	138.6	21	79	0.91
	@	@	increasing	16	9	0.67	-	54.5	27	90	0.94
	indeed	Adv	:	166	10	0.77	-	32.9	191	90	0.95
	industry	NoC	%	90	10	0.71	-	1401.6	259	90	0.91
	@	@	industries	13	9	0.67	-	321.3	47	83	0.90
	@	@	industry	77	10	0.71	-	1087.6	212	90	0.91
	information	NoC	%	206	10	0.76	-	1152.5	407	90	0.92
	@	@	information	206	10	0.76	-	1155.0	407	90	0.92
	@	@	informations	0	2	0.29	+	1.2	0	10	0.68
	interest	NoC	%	162	10	0.78	-	1753.4	401	90	0.94
	@	@	interest	133	10	0.79	-	1000.4	288	90	0.94
	@	@	interests	29	10	0.71	-	839.4	113	90	0.92
	international	Adj	:	38	10	0.69	-	2595.2	242	90	0.90
	into	Prep	:	1067	10	0.89	-	2560.1	1700	90	0.97
	involve	Verb	%	99	10	0.77	-	1065.7	244	90	0.94
	@	@	involve	19	10	0.74	-	179.2	45	90	0.93
	@	@	involved	60	10	0.79	-	250.6	109	90	0.95
	@	@	involves	11	10	0.78	-	362.7	45	87	0.92
	@	@	involving	10	9	0.66	-	411.9	46	90	0.93
	issue	NoC	%	192	10	0.70	-	279.2	278	90	0.93
	@	@	issue	112	10	0.69	-	108.1	152	90	0.93
	@	@	issues	80	10	0.72	-	181.4	125	89	0.92
	it	Pron	%	24508	10	0.93	+	151834.7	9301	90	0.97
	@	@	't	0	2	0.29	-	39.1	3	36	0.65
	@	@	it	24508	10	0.93	+	151913.5	9298	90	0.97
	its	Det	:	338	10	0.84	-	17017.0	1782	90	0.95
	itself	Pron	:	105	10	0.81	-	1052.8	252	90	0.96
	job	NoC	%	496	10	0.90	+	908.1	306	90	0.95
	@	@	job	382	10	0.91	+	1016.4	211	90	0.96
	@	@	jobs	114	10	0.84	+	33.0	95	90	0.91
	John	NoP	:	260	10	0.89	-	172.3	336	90	0.93
	join	Verb	%	110	10	0.88	-	312.3	182	90	0.96
	@	@	join	59	10	0.90	-	36.9	76	90	0.96
	@	@	joined	31	10	0.83	-	335.9	77	90	0.95
	@	@	joining	16	10	0.80	-	18.0	23	90	0.95
	@	@	joins	3	10	0.81	-	18.1	6	85	0.91
	just	Adv	:	3820	10	0.93	+	40726.6	982	90	0.94
	keep	Verb	%	660	10	0.93	+	505.1	487	90	0.96
	@	@	keep	449	10	0.92	+	1068.0	256	90	0.96
	@	@	keeping	50	10	0.92	-	23.2	62	90	0.96
	@	@	keeps	49	10	0.83	+	196.0	23	90	0.95
	@	@	kept	113	10	0.91	-	78.1	146	90	0.95
	kill	Verb	%	89	10	0.90	-	390.8	165	90	0.93
	@	@	kill	34	10	0.83	-	35.8	47	90	0.91
	@	@	killed	40	10	0.89	-	344.8	91	90	0.91
	@	@	killing	10	10	0.85	-	72.1	21	90	0.92
	@	@	kills	5	9	0.80	-	0.0	5	84	0.91
	kind	NoC	%	297	10	0.79	+	28.1	268	90	0.96
	@	@	kind	270	10	0.80	+	101.2	219	90	0.96
	@	@	kinds	27	10	0.69	-	109.8	49	90	0.92
	king	NoC	%	40	10	0.83	-	1492.8	177	90	0.93
	@	@	king	37	10	0.83	-	1338.8	160	90	0.92
	@	@	kings	3	7	0.72	-	155.0	16	88	0.89
	know	Verb	%	6119	10	0.89	+	74360.8	1392	90	0.92
	@	@	knew	168	10	0.91	-	431.0	271	90	0.88
	@	@	know	5550	10	0.89	+	104930.3	734	90	0.90
	@	@	knowing	34	10	0.94	-	48.4	49	89	0.93
	@	@	known	92	10	0.90	-	1315.4	255	90	0.97
	@	@	knows	122	10	0.91	+	174.1	80	90	0.93
	@	@	~no*	152	10	0.66	+	5602.5	3	33	0.56
	land	NoC	%	169	10	0.65	-	90.5	213	90	0.94
	@	@	land	166	10	0.64	-	28.8	190	90	0.93
	@	@	lands	3	10	0.83	-	275.8	23	89	0.90
	language	NoC	%	88	10	0.84	-	1173.7	237	90	0.87
	@	@	language	79	10	0.85	-	914.2	200	90	0.87
	@	@	languages	9	10	0.76	-	277.1	36	90	0.86
	large	Adj	%	151	10	0.80	-	3331.6	508	90	0.96
	@	@	large	116	10	0.80	-	2195.6	363	90	0.96
	@	@	larger	24	10	0.76	-	552.1	82	90	0.94
	@	@	largest	11	9	0.71	-	624.2	63	90	0.93
	last	Ord	:	788	10	0.95	+	150.6	680	90	0.92
	late	Adj	%	158	10	0.96	-	944.5	319	90	0.97
	@	@	late	102	10	0.92	-	272.3	166	90	0.97
	@	@	later	33	10	0.88	-	362.9	83	90	0.93
	@	@	latest	23	10	0.81	-	410.2	70	90	0.92
	later	Adv	:	179	10	0.96	-	809.4	333	90	0.97
	law	NoC	%	112	10	0.76	-	2003.5	342	90	0.91
	@	@	law	88	10	0.77	-	1863.2	291	90	0.89
	@	@	laws	24	10	0.64	-	171.9	51	90	0.93
	lead	Verb	%	92	10	0.78	-	2783.9	362	90	0.97
	@	@	lead	38	10	0.80	-	446.6	97	90	0.96
	@	@	leading	15	10	0.78	-	412.0	56	90	0.97
	@	@	leads	15	10	0.74	-	202.8	40	90	0.94
	@	@	led	24	10	0.71	-	1901.2	170	90	0.96
	leader	NoC	%	51	10	0.76	-	1215.6	178	90	0.86
	@	@	leader	36	10	0.77	-	513.1	99	90	0.86
	@	@	leaders	15	9	0.70	-	748.8	79	90	0.86
	learn	Verb	%	151	10	0.88	-	113.4	198	90	0.96
	@	@	learn	85	10	0.87	+	0.6	83	90	0.95
	@	@	learned	12	10	0.79	-	407.5	50	90	0.94
	@	@	learning	24	10	0.87	-	63.6	39	89	0.92
	@	@	learns	2	9	0.80	-	26.3	5	83	0.90
	@	@	learnt	28	10	0.91	+	21.0	21	90	0.95
	leave	Verb	%	628	10	0.91	-	6.1	649	90	0.95
	@	@	leave	289	10	0.88	+	583.0	173	90	0.94
	@	@	leaves	18	10	0.91	-	50.6	30	89	0.96
	@	@	leaving	44	10	0.94	-	408.9	102	90	0.96
	@	@	left	278	10	0.92	-	125.4	343	90	0.95
	less	Adv	:	119	10	0.85	-	888.3	258	90	0.95
	let	Verb	%	422	10	0.93	+	685.4	268	90	0.92
	@	@	let	390	10	0.92	+	753.5	237	90	0.91
	@	@	lets	13	10	0.88	+	17.1	9	86	0.90
	@	@	letting	19	10	0.91	-	6.0	22	90	0.92
	let's	Verb	:	401	10	0.93	+	8097.9	48	88	0.88
	letter	NoC	%	191	10	0.94	-	33.1	218	90	0.96
	@	@	letter	132	10	0.93	-	1.3	136	90	0.95
	@	@	letters	59	10	0.93	-	66.7	81	90	0.95
	level	NoC	%	212	10	0.76	-	809.2	377	90	0.93
	@	@	level	164	10	0.75	-	301.1	247	90	0.94
	@	@	levels	48	10	0.79	-	641.3	129	90	0.92
	lie (/lay)	Verb	%	70#	10#	0.92#	-	1250.9&&	212#	90#	0.94#
	@	@	lain	0	0	0.00	-	71.4	4	70	0.88
	@	@	lay	10	10	0.91	-	789.9	71	90	0.90
	@	@	lie	23#	10	0.87&&	-	126.4	45#	90	0.95#
	@	@	lies	9#	10	0.82&&	-	390.8	44#	90	0.94#
	@	@	lying	28#	10	0.86&&	-	98.1	48#	90	0.91#
	life	NoC	%	333	10	0.87	-	2081.0	681	90	0.97
	@	@	life	293	10	0.88	-	1821.6	598	90	0.97
	@	@	lifes	0	0	0.00	-	14.9	1	20	0.63
	@	@	lives	41	10	0.78	-	251.9	83	90	0.96
	light	NoC	%	147	10	0.89	-	129.3	196	90	0.93
	@	@	light	90	10	0.89	-	279.2	152	90	0.93
	@	@	lights	57	10	0.85	+	28.1	45	88	0.91
	like	Adv	:	784	10	0.78	+	32469.1	7	77	0.84
	like	Prep	:	1762	10	0.89	+	4525.3	983	90	0.94
	like	Verb	%	1170	10	0.91	+	10866.4	337	90	0.92
	@	@	like	1070	10	0.92	+	12162.3	260	90	0.93
	@	@	liked	52	10	0.87	-	4.4	57	89	0.89
	@	@	likes	45	10	0.73	+	261.4	18	89	0.93
	@	@	liking	3	10	0.73	-	0.4	3	69	0.88
	likely	Adj	%	91	10	0.82	-	1205.6	244	90	0.95
	@	@	likelier	0	0	0.00	-	3.7	0	11	0.66
	@	@	likeliest	0	0	0.00	-	9.0	0	28	0.79
	@	@	likely	91	10	0.82	-	1197.8	243	90	0.95
	line	NoC	%	237	10	0.90	-	292.0	333	90	0.96
	@	@	line	181	10	0.88	-	92.2	226	90	0.96
	@	@	lines	56	10	0.91	-	277.6	107	90	0.96
	listen	Verb	%	204	10	0.87	+	611.3	108	90	0.91
	@	@	listen	125	10	0.84	+	709.4	50	90	0.91
	@	@	listened	14	10	0.90	-	46.3	25	87	0.88
	@	@	listening	62	10	0.72	+	208.2	31	89	0.91
	@	@	listens	3	8	0.72	+	1.1	2	69	0.90
	little	Adj	:	700	10	0.88	+	4476.2	261	90	0.91
	little	DetP	:	37	10	0.85	-	1917.5	200	90	0.97
	live	Verb	%	357	10	0.91	+	26.6	326	90	0.96
	@	@	live	167	10	0.94	+	49.8	139	90	0.96
	@	@	lived	81	10	0.81	-	0.4	82	90	0.95
	@	@	lives	35	10	0.82	+	30.1	26	88	0.92
	@	@	living	74	10	0.84	-	3.2	79	90	0.96
	local	Adj	:	301	10	0.74	-	602.0	462	90	0.93
	London	NoP	%	132	10	0.90	-	2024.8	377	90	0.94
	@	@	London	132	10	0.90	-	2022.6	377	90	0.94
	@	@	Londons	0	0	0.00	-	3.3	0	2	0.07
	long	Adj	%	409	10	0.97	+	8.6	390	90	0.97
	@	@	long	365	10	0.97	+	13.6	342	90	0.96
	@	@	longer	38	10	0.93	-	0.4	39	90	0.96
	@	@	longest	7	10	0.71	-	4.9	9	90	0.94
	long	Adv	:	153	10	0.91	-	49.3	184	90	0.96
	look	NoC	%	233	10	0.89	+	913.3	111	90	0.91
	@	@	look	227	10	0.89	+	1120.2	97	90	0.90
	@	@	looks	7	10	0.86	-	47.1	14	86	0.91
	look	Verb	%	1986	10	0.91	+	5912.8	1054	90	0.91
	@	@	look	1123	10	0.88	+	9310.3	353	90	0.94
	@	@	looked	209	10	0.93	-	771.5	368	90	0.86
	@	@	looking	428	10	0.95	+	1009.7	245	90	0.93
	@	@	looks	226	10	0.82	+	1353.8	87	90	0.95
	lord	NoC	%	158	10	0.52	-	0.5	161	90	0.92
	@	@	lord	136	10	0.51	-	6.0	146	90	0.92
	@	@	lords	21	10	0.14	+	24.4	15	86	0.88
	lose	Verb	%	258	10	0.96	-	16.3	280	90	0.96
	@	@	lose	70	10	0.95	+	5.5	64	90	0.96
	@	@	loses	5	10	0.76	-	15.1	9	87	0.94
	@	@	losing	27	10	0.93	-	22.6	36	90	0.95
	@	@	lost	155	10	0.95	-	13.9	171	90	0.96
	loss	NoC	%	39	10	0.76	-	1368.6	168	90	0.92
	@	@	loss	31	10	0.76	-	989.1	126	90	0.93
	@	@	losses	8	9	0.70	-	382.1	42	90	0.84
	lot*	NoC	%	992	10	0.91	+	16310.8	160	90	0.95
	@	@	lot	992	10	0.91	+	16309.2	160	90	0.95
	@	@	lots	0	2	0.33	+	3.1	0	9	0.66
	love	Verb	%	177	10	0.79	+	52.9	147	89	0.90
	@	@	love	132	10	0.76	+	249.5	81	89	0.90
	@	@	loved	21	10	0.86	-	204.6	49	89	0.89
	@	@	loves	21	10	0.76	+	63.9	11	85	0.92
	@	@	loving	3	9	0.70	-	15.5	6	76	0.88
	lovely	Adj	%	231	10	0.74	+	3299.8	44	89	0.91
	@	@	lovelier	0	2	0.33	-	0.8	0	20	0.77
	@	@	loveliest	0	1	0.00	-	12.8	1	43	0.84
	@	@	lovely	231	10	0.74	+	3379.6	43	89	0.91
	low	Adj	%	143	10	0.86	-	1005.5	303	90	0.95
	@	@	low	91	10	0.87	-	384.3	166	90	0.96
	@	@	lower	42	10	0.83	-	630.0	119	90	0.94
	@	@	lowest	10	10	0.79	-	48.0	18	89	0.93
	M / m	Lett	:	251	10	0.82	+	5781.0	24	89	0.87
	main	Adj	:	133	10	0.86	-	695.7	258	90	0.96
	major	Adj	:	104	10	0.73	-	1082.3	254	90	0.94
	make	Verb	%	1902	10	0.94	-	382.3	2195	90	0.98
	@	@	made	539	10	0.91	-	2336.9	990	90	0.98
	@	@	make	977	10	0.94	+	477.7	769	90	0.98
	@	@	makes	162	10	0.96	-	1.4	167	90	0.96
	@	@	maketh	0	1	0.00	+	0.1	0	10	0.66
	@	@	making	224	10	0.91	-	73.4	269	90	0.98
	man	NoC	%	629	10	0.89	-	1843.7	1047	90	0.94
	@	@	man	405	10	0.90	-	929.2	639	90	0.93
	@	@	mans	1	4	0.49	+	1.2	0	14	0.68
	@	@	men	223	10	0.79	-	947.9	408	90	0.96
	management	NoC	%	102	10	0.70	-	880.4	233	90	0.90
	@	@	management	101	10	0.70	-	878.7	231	90	0.90
	@	@	managements	1	5	0.58	-	2.6	2	52	0.82
	manager	NoC	%	90	10	0.78	-	829.2	209	90	0.90
	@	@	manager	65	10	0.81	-	548.8	147	90	0.89
	@	@	managers	25	10	0.69	-	282.8	62	89	0.90
	many	DetP	:	654	10	0.91	-	870.4	931	90	0.96
	market	NoC	%	145	10	0.86	-	1688.0	369	90	0.91
	@	@	market	135	10	0.87	-	1147.1	305	90	0.92
	@	@	markets	11	9	0.68	-	667.2	64	88	0.89
	material	NoC	%	60	10	0.83	-	1510.2	215	90	0.93
	@	@	material	44	10	0.83	-	884.1	141	90	0.93
	@	@	materials	16	10	0.78	-	641.4	74	89	0.91
	matter	NoC	%	192	10	0.80	-	159.2	255	90	0.94
	@	@	matter	145	10	0.84	-	38.6	171	90	0.94
	@	@	matters	47	9	0.68	-	184.2	84	90	0.92
	May	NoP	%	50	10	0.87	-	1007.6	162	90	0.84
	@	@	May	50	10	0.87	-	1007.1	161	90	0.84
	@	@	Mays	0	1	0.00	-	0.9	0	14	0.69
	may	VMod	:	480	10	0.80	-	5470.7	1211	90	0.94
	maybe	Adv	:	301	10	0.91	+	2996.1	82	89	0.89
	mean	Verb	%	2525	10	0.94	+	37448.4	463	90	0.97
	@	@	mean	2250	10	0.93	+	53431.1	198	90	0.93
	@	@	meaning	9	10	0.91	-	40.4	16	90	0.95
	@	@	means	170	10	0.92	+	81.6	134	90	0.95
	@	@	meant	96	10	0.95	-	29.4	114	90	0.96
	meet	Verb	%	213	10	0.91	-	622.1	354	90	0.97
	@	@	meet	99	10	0.88	-	154.6	145	90	0.97
	@	@	meeting	36	10	0.85	-	27.6	47	90	0.94
	@	@	meets	7	10	0.81	-	53.8	15	90	0.94
	@	@	met	70	10	0.92	-	461.3	146	90	0.95
	meeting	NoC	%	231	10	0.77	+	14.0	213	90	0.91
	@	@	meeting	178	10	0.76	+	18.9	160	90	0.90
	@	@	meetings	53	10	0.77	-	0.0	54	90	0.93
	member	NoC	%	309	10	0.72	-	729.7	490	90	0.89
	@	@	member	85	10	0.75	-	649.6	185	90	0.84
	@	@	members	224	10	0.71	-	222.4	305	90	0.91
	mention	Verb	%	170	10	0.84	+	329.8	103	90	0.96
	@	@	mention	49	10	0.87	+	106.3	29	90	0.95
	@	@	mentioned	111	10	0.82	+	240.2	65	90	0.95
	@	@	mentioning	8	10	0.79	+	12.0	5	87	0.94
	@	@	mentions	3	9	0.69	-	6.9	4	79	0.91
	method	NoC	%	43	10	0.73	-	1693.5	196	90	0.92
	@	@	method	27	10	0.70	-	690.5	98	90	0.92
	@	@	methods	16	10	0.73	-	1034.7	98	90	0.91
	mhm	Int	:	722	10	0.71	+	33831.8	0	2	0.13
	might	VMod	:	809	10	0.97	+	657.1	592	90	0.97
	million	NoC	%	177	10	0.75	-	437.4	283	90	0.88
	@	@	million	157	10	0.73	-	417.0	256	90	0.87
	@	@	millions	20	10	0.82	-	24.0	28	90	0.93
	mind	NoC	%	183	10	0.90	-	173.8	248	90	0.94
	@	@	mind	164	10	0.91	-	143.0	219	90	0.94
	@	@	minds	20	10	0.82	-	32.6	29	90	0.95
	mind	Verb	%	256	10	0.77	+	3150.0	58	89	0.88
	@	@	mind	246	10	0.76	+	3245.2	51	89	0.88
	@	@	minded	9	10	0.85	+	29.7	5	84	0.93
	@	@	minding	1	7	0.70	-	0.0	1	55	0.88
	@	@	minds	0	2	0.33	-	2.1	0	31	0.83
	mine	Pron	:	177	10	0.74	+	2739.9	31	89	0.89
	minister	NoC	%	72	10	0.71	-	2887.6	332	90	0.77
	@	@	minister	56	10	0.69	-	2249.8	258	90	0.75
	@	@	ministers	16	9	0.76	-	637.8	74	87	0.79
	minute	NoC	%	472	10	0.90	+	1549.0	242	90	0.94
	@	@	minute	219	10	0.86	+	1907.0	66	90	0.92
	@	@	minutes	253	10	0.88	+	278.3	175	90	0.94
	mm	Int	:	3163	10	0.80	+	146051.7	3	38	0.73
	model	NoC	%	51	10	0.76	-	1490.2	198	90	0.91
	@	@	model	44	10	0.74	-	861.3	140	90	0.91
	@	@	models	7	10	0.81	-	697.5	58	90	0.91
	moment	NoC	%	295	10	0.86	+	74.8	249	90	0.91
	@	@	moment	285	10	0.87	+	196.6	214	90	0.90
	@	@	moments	10	9	0.63	-	238.2	35	89	0.92
	money	NoC	%	637	10	0.96	+	1799.1	345	90	0.95
	@	@	money	637	10	0.96	+	1818.7	343	90	0.95
	@	@	moneys	0	3	0.45	-	12.4	2	21	0.47
	month	NoC	%	358	10	0.91	-	47.9	403	90	0.94
	@	@	month	147	10	0.91	-	0.6	150	90	0.93
	@	@	months	211	10	0.90	-	68.0	252	90	0.95
	more	Adv	:	624	10	0.87	-	4646.0	1351	90	0.97
	more	DetP	:	949	10	0.94	+	938.2	671	90	0.98
	morning	NoC	%	469	10	0.88	+	2580.4	190	90	0.91
	@	@	morning	459	10	0.88	+	2610.4	183	90	0.91
	@	@	mornings	11	10	0.86	+	8.8	8	83	0.91
	most	Adv	:	199	10	0.84	-	3559.7	607	90	0.96
	most	DetP	:	261	10	0.86	-	814.4	441	90	0.96
	mother	NoC	%	198	10	0.86	-	414.1	306	90	0.92
	@	@	mother	184	10	0.85	-	299.3	271	90	0.91
	@	@	mothers	14	10	0.81	-	155.3	35	90	0.89
	move	Verb	%	465	10	0.90	+	152.7	382	90	0.96
	@	@	move	251	10	0.87	+	915.4	123	90	0.97
	@	@	moved	106	10	0.92	-	133.9	150	90	0.94
	@	@	moves	11	10	0.83	-	52.6	21	90	0.95
	@	@	moving	96	10	0.88	+	6.6	88	90	0.96
	movement	NoC	%	55	10	0.74	-	1313.4	193	90	0.94
	@	@	movement	48	10	0.72	-	840.6	145	90	0.93
	@	@	movements	7	10	0.72	-	517.8	48	90	0.92
	Mr	NoC	%	570	10	0.66	-	190.2	685	90	0.83
	@	@	Mr	565	10	0.65	+	37.2	519	90	0.86
	@	@	Mr.	5	8	0.61	-	2751.0	164	85	0.40
	@	@	M.R.	0	0	0.00	-	39.9	2	12	0.33
	mrs	NoC	%	154	10	0.90	-	265.2	229	90	0.91
	@	@	Mrs	150	10	0.89	-	147.4	204	90	0.90
	@	@	Mrs.	4	4	0.19	-	281.3	25	70	0.74
	much	Adv	:	432	10	0.88	+	50.3	385	90	0.97
	much	DetP	:	764	10	0.97	+	1057.8	504	90	0.97
	mum	NoC	%	418	10	0.63	+	8197.1	52	85	0.84
	@	@	mum	410	10	0.63	+	8323.7	48	85	0.83
	@	@	mums	8	9	0.74	+	29.3	4	58	0.70
	mummy	NoC	%	160	8	0.57	+	4271.5	11	75	0.74
	@	@	mummies	1	4	0.42	+	5.1	1	25	0.73
	@	@	mummy	159	8	0.57	+	4312.5	10	74	0.73
	must	VMod	:	589	10	0.93	-	305.0	739	90	0.96
	my	Det	%	2498	10	0.91	+	5790.8	1439	90	0.92
	@	@	me	219	10	0.77	+	9843.4	1	2	0.02
	@	@	mine	0	1	0.00	-	1.7	0	21	0.78
	@	@	my	2278	10	0.92	+	3796.6	1438	90	0.92
	N / n	Lett	:	162	10	0.84	+	2397.0	30	86	0.85
	name	NoC	%	367	10	0.92	+	55.6	322	90	0.95
	@	@	name	299	10	0.91	+	104.6	244	90	0.95
	@	@	names	68	10	0.90	-	11.4	77	90	0.95
	national	Adj	:	165	10	0.75	-	1698.6	401	90	0.91
	nature	NoC	%	63	10	0.71	-	1166.5	196	90	0.94
	@	@	nature	63	10	0.71	-	1150.8	195	90	0.94
	@	@	natures	0	1	0.00	-	19.8	1	45	0.75
	necessary	Adj	:	71	10	0.75	-	981.6	194	90	0.94
	need	NoC	%	172	10	0.74	-	498.0	285	90	0.95
	@	@	need	101	10	0.74	-	363.1	176	90	0.96
	@	@	needs	71	10	0.73	-	141.8	109	90	0.92
	need	Verb	%	937	10	0.94	+	1561.2	592	90	0.97
	@	@	need	749	10	0.94	+	3967.2	310	90	0.97
	@	@	needed	77	10	0.86	-	662.3	175	90	0.98
	@	@	needing	6	10	0.82	-	17.7	10	90	0.95
	@	@	needs	104	10	0.91	+	6.3	96	90	0.96
	never	Adv	:	700	10	0.88	+	387.4	542	90	0.93
	new	Adj	%	606	10	0.89	-	3568.3	1217	90	0.95
	@	@	new	603	10	0.89	-	3528.3	1208	90	0.95
	@	@	newer	2	9	0.83	-	20.8	5	84	0.92
	@	@	newest	1	7	0.70	-	21.8	4	82	0.91
	next	Ord	:	594	10	0.98	+	645.9	412	90	0.95
	nice	Adj	%	615	10	0.77	+	11858.5	79	90	0.90
	@	@	nice	603	10	0.77	+	11893.6	74	90	0.90
	@	@	nicer	9	9	0.73	+	87.9	3	63	0.88
	@	@	nicest	3	9	0.80	+	5.2	2	54	0.84
	night	NoC	%	494	10	0.82	+	279.3	381	90	0.92
	@	@	night	465	10	0.82	+	292.9	354	90	0.92
	@	@	nights	29	10	0.81	+	0.5	28	89	0.93
	nine	Num	%	576	10	0.95	+	10001.0	86	90	0.94
	@	@	nine	571	10	0.95	+	9860.8	86	90	0.94
	@	@	nines	5	8	0.57	+	169.1	0	16	0.75
	nineteen	Num	%	370	10	0.80	+	12917.3	10	88	0.86
	@	@	nineteen	370	10	0.80	+	12972.5	10	88	0.86
	@	@	nineteens	0	0	0.00	-	3.9	0	1	0.00
	ninety	Num	%	352	10	0.83	+	11873.2	11	87	0.86
	@	@	nineties	10	10	0.79	+	51.1	4	70	0.86
	@	@	ninety	342	10	0.83	+	12638.6	7	84	0.80
	no	Det	:	1102	10	0.98	-	529.1	1371	90	0.98
	no	Int	%	4388	10	0.78	+	128713.4	230	90	0.85
	north	NoC	:	88	10	0.77	-	464.4	171	90	0.94
	not	Neg	%	17272	10	0.89	+	97115.3	6922	90	0.96
	@	@	~n~*	367	10	0.65	+	14924.2	4	40	0.62
	@	@	n't	12212	10	0.86	+	177089.3	2300	90	0.88
	@	@	not	4693	10	0.97	+	11.3	4618	90	0.98
	nothing	Pron	:	403	10	0.92	+	125.1	333	90	0.92
	now	Adv	:	2864	10	0.97	+	14540.7	1211	90	0.96
	number	NoC	%	638	10	0.87	+	20.1	602	90	0.95
	@	@	number	531	10	0.87	+	34.3	488	90	0.95
	@	@	numbers	107	10	0.84	-	3.6	114	90	0.94
	O / o	Lett	:	255	10	0.87	+	6104.2	22	89	0.89
	o'clock	Adv	:	188	10	0.89	+	3095.5	30	88	0.88
	obviously	Adv	:	296	10	0.87	+	2620.9	89	89	0.96
	occur	Verb	%	44	10	0.77	-	1273.2	170	90	0.93
	@	@	occur	17	10	0.77	-	433.1	61	90	0.92
	@	@	occurred	16	10	0.79	-	427.8	59	90	0.93
	@	@	occurring	4	7	0.63	-	85.2	14	81	0.91
	@	@	occurs	7	8	0.70	-	334.6	36	87	0.91
	of*	Prep	:	14550	10	0.87	-	104519.3	31109	90	0.97
	of course	Adv	%	543	10	0.86	+	1695.4	283	90	0.94
	off	Adv	:	831	10	0.86	+	2384.9	446	90	0.94
	off	Prep	:	341	10	0.92	+	759.6	199	90	0.95
	offer	Verb	%	115	10	0.77	-	1583.5	313	90	0.96
	@	@	offer	42	10	0.80	-	470.8	105	90	0.95
	@	@	offered	52	10	0.62	-	389.4	112	90	0.97
	@	@	offering	15	10	0.78	-	263.2	45	90	0.94
	@	@	offers	6	10	0.73	-	594.5	50	88	0.91
	office	NoC	%	191	10	0.86	-	525.7	313	90	0.96
	@	@	office	168	10	0.86	-	400.1	267	90	0.96
	@	@	offices	23	10	0.81	-	137.7	46	90	0.94
	officer	NoC	%	166	10	0.70	-	15.2	183	90	0.94
	@	@	officer	79	10	0.75	-	24.3	94	90	0.95
	@	@	officers	87	10	0.65	-	0.3	89	90	0.92
	often	Adv	:	175	10	0.85	-	1517.6	399	90	0.95
	oh	Int	:	5052	10	0.74	+	166592.5	179	89	0.83
	okay*	Adv	:	950	10	0.83	+	40074.6	7	66	0.83
	old	Adj	%	603	10	0.90	-	37.8	653	90	0.95
	@	@	old	529	10	0.90	-	4.4	545	90	0.94
	@	@	older	66	10	0.90	-	79.4	92	90	0.91
	@	@	oldest	7	10	0.87	-	51.9	16	90	0.94
	on	Adv	:	1849	10	0.88	+	13638.6	630	90	0.95
	on	Prep	:	5659	10	0.97	-	1235.5	6569	90	0.97
	once	Adv	:	114	10	0.91	-	343.3	191	90	0.96
	one	NoC	:	318	10	0.87	+	2856.9	94	90	0.96
	one	Num	:	3034	10	0.94	+	5910.9	1839	90	0.98
	one	Pron	:	2532	10	0.88	+	21938.2	770	90	0.97
	only	Adj	:	244	10	0.97	+	8.6	229	90	0.98
	only	Adv	:	1079	10	0.93	-	447.9	1323	90	0.98
	ooh	Int	:	424	10	0.67	+	18553.9	2	54	0.84
